Notes,state,state_code,year,year_code,synthetic_deaths,population,synthetic_death_rate
,Mississippi,28,2006,2006,Suppressed,2904978,Suppressed
,Mississippi,28,2007,2007,14,2928350,Unreliable
,Mississippi,28,2008,2008,27,2947806,0.9
,Mississippi,28,2009,2009,22,2958774,0.7
,Mississippi,28,2010,2010,20,2967297,0.7
,Mississippi,28,2011,2011,14,2978512,Unreliable
,Mississippi,28,2012,2012,18,2984926,Unreliable
,Mississippi,28,2013,2013,23,2991207,0.8
,Mississippi,28,2014,2014,21,2994079,0.7
,Mississippi,28,2015,2015,33,2992333,1.1
,Mississippi,28,2016,2016,42,2988726,1.4
,Mississippi,28,2017,2017,76,2984100,2.5
,Mississippi,28,2018,2018,69,2986530,2.3
,Mississippi,28,2019,2019,134,2976149,4.5
,Mississippi,28,2020,2020,307,2966786,10.3
,Missouri,29,1999,1999,Suppressed,5561950,Suppressed
,Missouri,29,2000,2000,16,5595211,Unreliable
,Missouri,29,2001,2001,23,5641142,0.4
,Missouri,29,2002,2002,18,5674825,Unreliable
,Missouri,29,2003,2003,20,5709403,0.4
,Missouri,29,2004,2004,34,5747741,0.6
,Missouri,29,2005,2005,30,5790300,0.5
,Missouri,29,2006,2006,130,5842704,2.2
,Missouri,29,2007,2007,61,5887612,1
,Missouri,29,2008,2008,48,5923916,0.8
,Missouri,29,2009,2009,54,5961088,0.9
,Missouri,29,2010,2010,78,5988927,1.3
,Missouri,29,2011,2011,54,6010688,0.9
,Missouri,29,2012,2012,48,6021988,0.8
,Missouri,29,2013,2013,82,6044171,1.4
,Missouri,29,2014,2014,97,6063589,1.6
,Missouri,29,2015,2015,164,6083672,2.7
,Missouri,29,2016,2016,429,6093000,7
,Missouri,29,2017,2017,595,6113532,9.7
,Missouri,29,2018,2018,852,6126452,13.9
,Missouri,29,2019,2019,856,6137428,13.9
,Missouri,29,2020,2020,1176,6151548,19.1
,Montana,30,1999,1999,0,897511,Unreliable
,Montana,30,2000,2000,0,902195,Unreliable
,Montana,30,2001,2001,Suppressed,906961,Suppressed
,Montana,30,2002,2002,0,911667,Unreliable
,Montana,30,2003,2003,Suppressed,919630,Suppressed
,Montana,30,2004,2004,Suppressed,930009,Suppressed
,Montana,30,2005,2005,Suppressed,940102,Suppressed
,Montana,30,2006,2006,Suppressed,952692,Suppressed
,Montana,30,2007,2007,Suppressed,964706,Suppressed
,Montana,30,2008,2008,11,976415,Unreliable
,Montana,30,2009,2009,16,983982,Unreliable
,Montana,30,2010,2010,Suppressed,989415,Suppressed
,Montana,30,2011,2011,12,998199,Unreliable
,Montana,30,2012,2012,Suppressed,1005141,Suppressed
,Montana,30,2013,2013,Suppressed,1015165,Suppressed
,Montana,30,2014,2014,10,1023579,Unreliable
,Montana,30,2015,2015,Suppressed,1032949,Suppressed
,Montana,30,2016,2016,13,1042520,Unreliable
,Montana,30,2017,2017,Suppressed,1050493,Suppressed
,Montana,30,2018,2018,Suppressed,1062305,Suppressed
,Montana,30,2019,2019,13,1068778,Unreliable
,Montana,30,2020,2020,29,1080577,2.7
,Nebraska,31,1999,1999,Suppressed,1704765,Suppressed
,Nebraska,31,2000,2000,Suppressed,1711263,Suppressed
,Nebraska,31,2001,2001,Suppressed,1719836,Suppressed
,Nebraska,31,2002,2002,Suppressed,1728292,Suppressed
,Nebraska,31,2003,2003,Suppressed,1738643,Suppressed
,Nebraska,31,2004,2004,Suppressed,1749370,Suppressed
,Nebraska,31,2005,2005,Suppressed,1761497,Suppressed
,Nebraska,31,2006,2006,Suppressed,1772693,Suppressed
,Nebraska,31,2007,2007,Suppressed,1783440,Suppressed
,Nebraska,31,2008,2008,Suppressed,1796378,Suppressed
,Nebraska,31,2009,2009,Suppressed,1812683,Suppressed
,Nebraska,31,2010,2010,15,1826341,Unreliable
,Nebraska,31,2011,2011,Suppressed,1842641,Suppressed
,Nebraska,31,2012,2012,10,1855525,Unreliable
,Nebraska,31,2013,2013,Suppressed,1868516,Suppressed
,Nebraska,31,2014,2014,12,1881503,Unreliable
,Nebraska,31,2015,2015,11,1896190,Unreliable
,Nebraska,31,2016,2016,11,1907116,Unreliable
,Nebraska,31,2017,2017,22,1920076,1.1
,Nebraska,31,2018,2018,23,1929268,1.2
,Nebraska,31,2019,2019,22,1934408,1.1
,Nebraska,31,2020,2020,69,1937552,3.6
,Nevada,32,1999,1999,12,1934719,Unreliable
,Nevada,32,2000,2000,Suppressed,1998257,Suppressed
,Nevada,32,2001,2001,Suppressed,2098399,Suppressed
,Nevada,32,2002,2002,11,2173791,Unreliable
,Nevada,32,2003,2003,14,2248850,Unreliable
,Nevada,32,2004,2004,17,2346222,Unreliable
,Nevada,32,2005,2005,19,2432143,Unreliable
,Nevada,32,2006,2006,21,2522658,0.8
,Nevada,32,2007,2007,18,2601072,Unreliable
,Nevada,32,2008,2008,20,2653630,0.8
,Nevada,32,2009,2009,34,2684665,1.3
,Nevada,32,2010,2010,32,2700551,1.2
,Nevada,32,2011,2011,35,2723322,1.3
,Nevada,32,2012,2012,21,2758931,0.8
,Nevada,32,2013,2013,19,2790136,Unreliable
,Nevada,32,2014,2014,23,2839099,0.8
,Nevada,32,2015,2015,22,2890845,0.8
,Nevada,32,2016,2016,37,2940058,1.3
,Nevada,32,2017,2017,56,2998039,1.9
,Nevada,32,2018,2018,73,3034392,2.4
,Nevada,32,2019,2019,96,3080156,3.1
,Nevada,32,2020,2020,274,3138259,8.7
,New Hampshire,33,1999,1999,Suppressed,1222015,Suppressed
,New Hampshire,33,2000,2000,Suppressed,1235786,Suppressed
,New Hampshire,33,2001,2001,Suppressed,1255517,Suppressed
,New Hampshire,33,2002,2002,Suppressed,1269089,Suppressed
,New Hampshire,33,2003,2003,Suppressed,1279840,Suppressed
,New Hampshire,33,2004,2004,Suppressed,1290121,Suppressed
,New Hampshire,33,2005,2005,Suppressed,1298492,Suppressed
,New Hampshire,33,2006,2006,13,1308389,Unreliable
,New Hampshire,33,2007,2007,15,1312540,Unreliable
,New Hampshire,33,2008,2008,10,1315906,Unreliable
,New Hampshire,33,2009,2009,16,1316102,Unreliable
,New Hampshire,33,2010,2010,15,1316470,Unreliable
,New Hampshire,33,2011,2011,19,1318194,Unreliable
,New Hampshire,33,2012,2012,22,1320718,1.7
,New Hampshire,33,2013,2013,23,1323459,1.7
,New Hampshire,33,2014,2014,145,1326813,10.9
,New Hampshire,33,2015,2015,278,1330608,20.9
,New Hampshire,33,2016,2016,354,1334795,26.5
,New Hampshire,33,2017,2017,364,1342795,27.1
,New Hampshire,33,2018,2018,379,1356458,27.9
,New Hampshire,33,2019,2019,338,1359711,24.9
,New Hampshire,33,2020,2020,313,1366275,22.9
,New Jersey,34,1999,1999,16,8359593,Unreliable
,New Jersey,34,2000,2000,15,8414350,Unreliable
,New Jersey,34,2001,2001,19,8492671,Unreliable
,New Jersey,34,2002,2002,15,8552643,Unreliable
,New Jersey,34,2003,2003,18,8601402,Unreliable
,New Jersey,34,2004,2004,16,8634561,Unreliable
,New Jersey,34,2005,2005,20,8651974,0.2
,New Jersey,34,2006,2006,30,8661679,0.3
,New Jersey,34,2007,2007,26,8677885,0.3
,New Jersey,34,2008,2008,17,8711090,Unreliable
,New Jersey,34,2009,2009,Suppressed,8755602,Suppressed
,New Jersey,34,2010,2010,31,8791894,0.4
,New Jersey,34,2011,2011,26,8821155,0.3
,New Jersey,34,2012,2012,30,8864590,0.3
,New Jersey,34,2013,2013,52,8899339,0.6
,New Jersey,34,2014,2014,102,8938175,1.1
,New Jersey,34,2015,2015,224,8958013,2.5
,New Jersey,34,2016,2016,674,8944469,7.5
,New Jersey,34,2017,2017,1345,9005644,14.9
,New Jersey,34,2018,2018,2190,8908520,24.6
,New Jersey,34,2019,2019,2193,8882190,24.7
,New Jersey,34,2020,2020,2316,8882371,26.1
,New Mexico,35,1999,1999,19,1808082,Unreliable
,New Mexico,35,2000,2000,16,1819046,Unreliable
,New Mexico,35,2001,2001,13,1831690,Unreliable
,New Mexico,35,2002,2002,13,1855309,Unreliable
,New Mexico,35,2003,2003,23,1877574,1.2
,New Mexico,35,2004,2004,15,1903808,Unreliable
,New Mexico,35,2005,2005,Suppressed,1932274,Suppressed
,New Mexico,35,2006,2006,20,1962137,1
,New Mexico,35,2007,2007,15,1990070,Unreliable
,New Mexico,35,2008,2008,18,2010662,Unreliable
,New Mexico,35,2009,2009,17,2036802,Unreliable
,New Mexico,35,2010,2010,17,2059179,Unreliable
,New Mexico,35,2011,2011,15,2082224,Unreliable
,New Mexico,35,2012,2012,31,2085538,1.5
,New Mexico,35,2013,2013,18,2085287,Unreliable
,New Mexico,35,2014,2014,57,2085572,2.7
,New Mexico,35,2015,2015,36,2085109,1.7
,New Mexico,35,2016,2016,74,2081015,3.6
,New Mexico,35,2017,2017,66,2088070,3.2
,New Mexico,35,2018,2018,91,2095428,4.3
,New Mexico,35,2019,2019,141,2096829,6.7
,New Mexico,35,2020,2020,318,2106319,15.1
,New York,36,1999,1999,10,18882726,Unreliable
,New York,36,2000,2000,Suppressed,18976457,Suppressed
,New York,36,2001,2001,21,19082838,0.1
,New York,36,2002,2002,19,19137800,Unreliable
,New York,36,2003,2003,18,19175939,Unreliable
,New York,36,2004,2004,12,19171567,Unreliable
,New York,36,2005,2005,15,19132610,Unreliable
,New York,36,2006,2006,98,19104631,0.5
,New York,36,2007,2007,68,19132335,0.4
,New York,36,2008,2008,90,19212436,0.5
,New York,36,2009,2009,138,19307066,0.7
,New York,36,2010,2010,122,19378102,0.6
,New York,36,2011,2011,114,19465197,0.6
,New York,36,2012,2012,128,19570261,0.7
,New York,36,2013,2013,176,19651127,0.9
,New York,36,2014,2014,255,19746227,1.3
,New York,36,2015,2015,604,19795791,3.1
,New York,36,2016,2016,1535,19745289,7.8
,New York,36,2017,2017,2105,19849399,10.6
,New York,36,2018,2018,2089,19542209,10.7
,New York,36,2019,2019,2218,19453561,11.4
,New York,36,2020,2020,3505,19336776,18.1
,North Carolina,37,1999,1999,11,7949362,Unreliable
,North Carolina,37,2000,2000,30,8049313,0.4
,North Carolina,37,2001,2001,36,8210122,0.4
,North Carolina,37,2002,2002,36,8326201,0.4
,North Carolina,37,2003,2003,57,8422501,0.7
,North Carolina,37,2004,2004,86,8553152,1
,North Carolina,37,2005,2005,96,8705407,1.1
,North Carolina,37,2006,2006,87,8917270,1
,North Carolina,37,2007,2007,92,9118037,1
,North Carolina,37,2008,2008,108,9309449,1.2
,North Carolina,37,2009,2009,129,9449566,1.4
,North Carolina,37,2010,2010,139,9535483,1.5
,North Carolina,37,2011,2011,134,9656401,1.4
,North Carolina,37,2012,2012,122,9752073,1.3
,North Carolina,37,2013,2013,99,9848060,1
,North Carolina,37,2014,2014,188,9943964,1.9
,North Carolina,37,2015,2015,269,10042802,2.7
,North Carolina,37,2016,2016,573,10146788,5.6
,North Carolina,37,2017,2017,1240,10273419,12.1
,North Carolina,37,2018,2018,1235,10383620,11.9
,North Carolina,37,2019,2019,1339,10488084,12.8
,North Carolina,37,2020,2020,2239,10600823,21.1
,North Dakota,38,1999,1999,0,644259,Unreliable
,North Dakota,38,2000,2000,Suppressed,642200,Suppressed
,North Dakota,38,2001,2001,Suppressed,639062,Suppressed
,North Dakota,38,2002,2002,Suppressed,638168,Suppressed
,North Dakota,38,2003,2003,Suppressed,638817,Suppressed
,North Dakota,38,2004,2004,Suppressed,644705,Suppressed
,North Dakota,38,2005,2005,Suppressed,646089,Suppressed
,North Dakota,38,2006,2006,Suppressed,649422,Suppressed
,North Dakota,38,2007,2007,Suppressed,652822,Suppressed
,North Dakota,38,2008,2008,Suppressed,657569,Suppressed
,North Dakota,38,2009,2009,Suppressed,664968,Suppressed
,North Dakota,38,2010,2010,Suppressed,672591,Suppressed
,North Dakota,38,2011,2011,Suppressed,683932,Suppressed
,North Dakota,38,2012,2012,Suppressed,699628,Suppressed
,North Dakota,38,2013,2013,Suppressed,723393,Suppressed
,North Dakota,38,2014,2014,Suppressed,739482,Suppressed
,North Dakota,38,2015,2015,Suppressed,756927,Suppressed
,North Dakota,38,2016,2016,15,757952,Unreliable
,North Dakota,38,2017,2017,12,755393,Unreliable
,North Dakota,38,2018,2018,Suppressed,760077,Suppressed
,North Dakota,38,2019,2019,10,762062,Unreliable
,North Dakota,38,2020,2020,30,765309,3.9
,Ohio,39,1999,1999,14,11335457,Unreliable
,Ohio,39,2000,2000,22,11353140,0.2
,Ohio,39,2001,2001,34,11387404,0.3
,Ohio,39,2002,2002,40,11407889,0.4
,Ohio,39,2003,2003,33,11434788,0.3
,Ohio,39,2004,2004,61,11452251,0.5
,Ohio,39,2005,2005,87,11463320,0.8
,Ohio,39,2006,2006,110,11481213,1
,Ohio,39,2007,2007,94,11500468,0.8
,Ohio,39,2008,2008,91,11515391,0.8
,Ohio,39,2009,2009,69,11528896,0.6
,Ohio,39,2010,2010,143,11536504,1.2
,Ohio,39,2011,2011,134,11544951,1.2
,Ohio,39,2012,2012,125,11544225,1.1
,Ohio,39,2013,2013,150,11570808,1.3
,Ohio,39,2014,2014,567,11594163,4.9
,Ohio,39,2015,2015,1197,11613423,10.3
,Ohio,39,2016,2016,2250,11614373,19.4
,Ohio,39,2017,2017,3443,11658609,29.5
,Ohio,39,2018,2018,2735,11689442,23.4
,Ohio,39,2019,2019,3075,11689100,26.3
,Ohio,39,2020,2020,4064,11693217,34.8
,Oklahoma,40,1999,1999,18,3437148,Unreliable
,Oklahoma,40,2000,2000,17,3450654,Unreliable
,Oklahoma,40,2001,2001,15,3467100,Unreliable
,Oklahoma,40,2002,2002,16,3489080,Unreliable
,Oklahoma,40,2003,2003,36,3504892,1
,Oklahoma,40,2004,2004,35,3525233,1
,Oklahoma,40,2005,2005,42,3548597,1.2
,Oklahoma,40,2006,2006,39,3594090,1.1
,Oklahoma,40,2007,2007,54,3634349,1.5
,Oklahoma,40,2008,2008,55,3668976,1.5
,Oklahoma,40,2009,2009,135,3717572,3.6
,Oklahoma,40,2010,2010,92,3751351,2.5
,Oklahoma,40,2011,2011,75,3791508,2
,Oklahoma,40,2012,2012,98,3814820,2.6
,Oklahoma,40,2013,2013,80,3850568,2.1
,Oklahoma,40,2014,2014,65,3878051,1.7
,Oklahoma,40,2015,2015,86,3911338,2.2
,Oklahoma,40,2016,2016,93,3923561,2.4
,Oklahoma,40,2017,2017,95,3930864,2.4
,Oklahoma,40,2018,2018,72,3943079,1.8
,Oklahoma,40,2019,2019,76,3956971,1.9
,Oklahoma,40,2020,2020,145,3980783,3.6
,Oregon,41,1999,1999,Suppressed,3393941,Suppressed
,Oregon,41,2000,2000,Suppressed,3421399,Suppressed
,Oregon,41,2001,2001,Suppressed,3467937,Suppressed
,Oregon,41,2002,2002,Suppressed,3513424,Suppressed
,Oregon,41,2003,2003,Suppressed,3547376,Suppressed
,Oregon,41,2004,2004,Suppressed,3569463,Suppressed
,Oregon,41,2005,2005,10,3613202,Unreliable
,Oregon,41,2006,2006,14,3670883,Unreliable
,Oregon,41,2007,2007,13,3722417,Unreliable
,Oregon,41,2008,2008,17,3768748,Unreliable
,Oregon,41,2009,2009,20,3808600,0.5
,Oregon,41,2010,2010,16,3831074,Unreliable
,Oregon,41,2011,2011,20,3871859,0.5
,Oregon,41,2012,2012,21,3899353,0.5
,Oregon,41,2013,2013,15,3930065,Unreliable
,Oregon,41,2014,2014,22,3970239,0.6
,Oregon,41,2015,2015,21,4028977,0.5
,Oregon,41,2016,2016,34,4093465,0.8
,Oregon,41,2017,2017,73,4142776,1.8
,Oregon,41,2018,2018,89,4190713,2.1
,Oregon,41,2019,2019,85,4217737,2
,Oregon,41,2020,2020,231,4241507,5.4
,Pennsylvania,42,1999,1999,13,12263805,Unreliable
,Pennsylvania,42,2000,2000,21,12281054,0.2
,Pennsylvania,42,2001,2001,21,12298970,0.2
,Pennsylvania,42,2002,2002,38,12331031,0.3
,Pennsylvania,42,2003,2003,55,12374658,0.4
,Pennsylvania,42,2004,2004,73,12410722,0.6
,Pennsylvania,42,2005,2005,61,12449990,0.5
,Pennsylvania,42,2006,2006,85,12510809,0.7
,Pennsylvania,42,2007,2007,68,12563937,0.5
,Pennsylvania,42,2008,2008,84,12612285,0.7
,Pennsylvania,42,2009,2009,85,12666858,0.7
,Pennsylvania,42,2010,2010,85,12702379,0.7
,Pennsylvania,42,2011,2011,95,12742886,0.7
,Pennsylvania,42,2012,2012,83,12763536,0.7
,Pennsylvania,42,2013,2013,97,12773801,0.8
,Pennsylvania,42,2014,2014,203,12787209,1.6
,Pennsylvania,42,2015,2015,405,12802503,3.2
,Pennsylvania,42,2016,2016,1268,12784227,9.9
,Pennsylvania,42,2017,2017,1908,12805537,14.9
,Pennsylvania,42,2018,2018,2326,12807060,18.2
,Pennsylvania,42,2019,2019,2563,12801989,20
,Pennsylvania,42,2020,2020,3463,12783254,27.1
,Rhode Island,44,1999,1999,0,1040402,Unreliable
,Rhode Island,44,2000,2000,Suppressed,1048319,Suppressed
,Rhode Island,44,2001,2001,0,1057142,Unreliable
,Rhode Island,44,2002,2002,0,1065995,Unreliable
,Rhode Island,44,2003,2003,Suppressed,1071342,Suppressed
,Rhode Island,44,2004,2004,0,1074579,Unreliable
,Rhode Island,44,2005,2005,Suppressed,1067916,Suppressed
,Rhode Island,44,2006,2006,Suppressed,1063096,Suppressed
,Rhode Island,44,2007,2007,Suppressed,1057315,Suppressed
,Rhode Island,44,2008,2008,Suppressed,1055003,Suppressed
,Rhode Island,44,2009,2009,Suppressed,1053646,Suppressed
,Rhode Island,44,2010,2010,11,1052567,Unreliable
,Rhode Island,44,2011,2011,Suppressed,1051302,Suppressed
,Rhode Island,44,2012,2012,12,1050292,Unreliable
,Rhode Island,44,2013,2013,30,1051511,2.9
,Rhode Island,44,2014,2014,79,1055173,7.5
,Rhode Island,44,2015,2015,135,1056298,12.8
,Rhode Island,44,2016,2016,182,1056426,17.2
,Rhode Island,44,2017,2017,197,1059639,18.6
,Rhode Island,44,2018,2018,212,1057315,20.1
,Rhode Island,44,2019,2019,200,1059361,18.9
,Rhode Island,44,2020,2020,287,1057125,27.1
,South Carolina,45,1999,1999,Suppressed,3974684,Suppressed
,South Carolina,45,2000,2000,15,4012012,Unreliable
,South Carolina,45,2001,2001,Suppressed,4064995,Suppressed
,South Carolina,45,2002,2002,16,4107795,Unreliable
,South Carolina,45,2003,2003,18,4150297,Unreliable
,South Carolina,45,2004,2004,26,4210921,0.6
,South Carolina,45,2005,2005,24,4270150,0.6
,South Carolina,45,2006,2006,38,4357847,0.9
,South Carolina,45,2007,2007,26,4444110,0.6
,South Carolina,45,2008,2008,33,4528996,0.7
,South Carolina,45,2009,2009,52,4589872,1.1
,South Carolina,45,2010,2010,51,4625364,1.1
,South Carolina,45,2011,2011,42,4679230,0.9
,South Carolina,45,2012,2012,44,4723723,0.9
,South Carolina,45,2013,2013,43,4774839,0.9
,South Carolina,45,2014,2014,101,4832482,2.1
,South Carolina,45,2015,2015,148,4896146,3
,South Carolina,45,2016,2016,222,4961119,4.5
,South Carolina,45,2017,2017,395,5024369,7.9
,South Carolina,45,2018,2018,498,5084127,9.8
,South Carolina,45,2019,2019,557,5148714,10.8
,South Carolina,45,2020,2020,1136,5218040,21.8
,South Dakota,46,1999,1999,Suppressed,750417,Suppressed
,South Dakota,46,2000,2000,Suppressed,754844,Suppressed
,South Dakota,46,2001,2001,0,757972,Unreliable
,South Dakota,46,2002,2002,Suppressed,760020,Suppressed
,South Dakota,46,2003,2003,Suppressed,763729,Suppressed
,South Dakota,46,2004,2004,Suppressed,770396,Suppressed
,South Dakota,46,2005,2005,Suppressed,775493,Suppressed
,South Dakota,46,2006,2006,0,783033,Unreliable
,South Dakota,46,2007,2007,Suppressed,791623,Suppressed
,South Dakota,46,2008,2008,Suppressed,799124,Suppressed
,South Dakota,46,2009,2009,Suppressed,807067,Suppressed
,South Dakota,46,2010,2010,Suppressed,814180,Suppressed
,South Dakota,46,2011,2011,Suppressed,824082,Suppressed
,South Dakota,46,2012,2012,Suppressed,833354,Suppressed
,South Dakota,46,2013,2013,Suppressed,844877,Suppressed
,South Dakota,46,2014,2014,Suppressed,853175,Suppressed
,South Dakota,46,2015,2015,Suppressed,858469,Suppressed
,South Dakota,46,2016,2016,Suppressed,865454,Suppressed
,South Dakota,46,2017,2017,12,869666,Unreliable
,South Dakota,46,2018,2018,12,882235,Unreliable
,South Dakota,46,2019,2019,22,884659,2.5
,South Dakota,46,2020,2020,33,892717,3.7
,Tennessee,47,1999,1999,Suppressed,5638708,Suppressed
,Tennessee,47,2000,2000,Suppressed,5689283,Suppressed
,Tennessee,47,2001,2001,Suppressed,5750789,Suppressed
,Tennessee,47,2002,2002,14,5795918,Unreliable
,Tennessee,47,2003,2003,50,5847812,0.9
,Tennessee,47,2004,2004,52,5910809,0.9
,Tennessee,47,2005,2005,57,5991057,1
,Tennessee,47,2006,2006,47,6088766,0.8
,Tennessee,47,2007,2007,64,6175727,1
,Tennessee,47,2008,2008,84,6247411,1.3
,Tennessee,47,2009,2009,58,6306019,0.9
,Tennessee,47,2010,2010,63,6346105,1
,Tennessee,47,2011,2011,57,6403353,0.9
,Tennessee,47,2012,2012,63,6456243,1
,Tennessee,47,2013,2013,83,6495978,1.3
,Tennessee,47,2014,2014,125,6549352,1.9
,Tennessee,47,2015,2015,231,6600299,3.5
,Tennessee,47,2016,2016,377,6651194,5.7
,Tennessee,47,2017,2017,574,6715984,8.5
,Tennessee,47,2018,2018,817,6770010,12.1
,Tennessee,47,2019,2019,1135,6829174,16.6
,Tennessee,47,2020,2020,2077,6886834,30.2
,Texas,48,1999,1999,28,20558220,0.1
,Texas,48,2000,2000,27,20851820,0.1
,Texas,48,2001,2001,50,21319622,0.2
,Texas,48,2002,2002,82,21690325,0.4
,Texas,48,2003,2003,54,22030931,0.2
,Texas,48,2004,2004,67,22394023,0.3
,Texas,48,2005,2005,66,22778123,0.3
,Texas,48,2006,2006,83,23359580,0.4
,Texas,48,2007,2007,91,23831983,0.4
,Texas,48,2008,2008,69,24309039,0.3
,Texas,48,2009,2009,124,24801761,0.5
,Texas,48,2010,2010,125,25145561,0.5
,Texas,48,2011,2011,88,25674681,0.3
,Texas,48,2012,2012,94,26059203,0.4
,Texas,48,2013,2013,88,26448193,0.3
,Texas,48,2014,2014,123,26956958,0.5
,Texas,48,2015,2015,159,27469114,0.6
,Texas,48,2016,2016,213,27862596,0.8
,Texas,48,2017,2017,316,28304596,1.1
,Texas,48,2018,2018,328,28701845,1.1
,Texas,48,2019,2019,382,28995881,1.3
,Texas,48,2020,2020,1009,29360759,3.4
,Utah,49,1999,1999,Suppressed,2203483,Suppressed
,Utah,49,2000,2000,Suppressed,2233169,Suppressed
,Utah,49,2001,2001,Suppressed,2283715,Suppressed
,Utah,49,2002,2002,Suppressed,2324815,Suppressed
,Utah,49,2003,2003,Suppressed,2360137,Suppressed
,Utah,49,2004,2004,Suppressed,2401580,Suppressed
,Utah,49,2005,2005,10,2457719,Unreliable
,Utah,49,2006,2006,Suppressed,2525507,Suppressed
,Utah,49,2007,2007,13,2597746,Unreliable
,Utah,49,2008,2008,11,2663029,Unreliable
,Utah,49,2009,2009,26,2723421,1
,Utah,49,2010,2010,25,2763885,0.9
,Utah,49,2011,2011,32,2817222,1.1
,Utah,49,2012,2012,37,2855287,1.3
,Utah,49,2013,2013,38,2900872,1.3
,Utah,49,2014,2014,46,2942902,1.6
,Utah,49,2015,2015,43,2995919,1.4
,Utah,49,2016,2016,50,3051217,1.6
,Utah,49,2017,2017,71,3101833,2.3
,Utah,49,2018,2018,73,3161105,2.3
,Utah,49,2019,2019,79,3205958,2.5
,Utah,49,2020,2020,135,3249879,4.2
,Vermont,50,1999,1999,0,604687,Unreliable
,Vermont,50,2000,2000,0,608827,Unreliable
,Vermont,50,2001,2001,Suppressed,612223,Suppressed
,Vermont,50,2002,2002,Suppressed,615442,Suppressed
,Vermont,50,2003,2003,Suppressed,617858,Suppressed
,Vermont,50,2004,2004,Suppressed,619920,Suppressed
,Vermont,50,2005,2005,Suppressed,621215,Suppressed
,Vermont,50,2006,2006,12,622892,Unreliable
,Vermont,50,2007,2007,Suppressed,623481,Suppressed
,Vermont,50,2008,2008,12,624151,Unreliable
,Vermont,50,2009,2009,Suppressed,624817,Suppressed
,Vermont,50,2010,2010,Suppressed,625741,Suppressed
,Vermont,50,2011,2011,11,626431,Unreliable
,Vermont,50,2012,2012,Suppressed,626011,Suppressed
,Vermont,50,2013,2013,15,626630,Unreliable
,Vermont,50,2014,2014,19,626562,Unreliable
,Vermont,50,2015,2015,32,626042,5.1
,Vermont,50,2016,2016,49,624594,7.8
,Vermont,50,2017,2017,73,623657,11.7
,Vermont,50,2018,2018,103,626299,16.4
,Vermont,50,2019,2019,94,623989,15.1
,Vermont,50,2020,2020,134,623347,21.5
,Virginia,51,1999,1999,11,7000176,Unreliable
,Virginia,51,2000,2000,13,7078515,Unreliable
,Virginia,51,2001,2001,18,7198362,Unreliable
,Virginia,51,2002,2002,36,7286873,0.5
,Virginia,51,2003,2003,32,7366977,0.4
,Virginia,51,2004,2004,44,7475575,0.6
,Virginia,51,2005,2005,32,7577105,0.4
,Virginia,51,2006,2006,51,7673725,0.7
,Virginia,51,2007,2007,47,7751000,0.6
,Virginia,51,2008,2008,72,7833496,0.9
,Virginia,51,2009,2009,55,7925937,0.7
,Virginia,51,2010,2010,65,8001024,0.8
,Virginia,51,2011,2011,67,8096604,0.8
,Virginia,51,2012,2012,72,8185867,0.9
,Virginia,51,2013,2013,113,8260405,1.4
,Virginia,51,2014,2014,144,8326289,1.7
,Virginia,51,2015,2015,245,8382993,2.9
,Virginia,51,2016,2016,626,8411808,7.4
,Virginia,51,2017,2017,792,8470020,9.4
,Virginia,51,2018,2018,817,8517685,9.6
,Virginia,51,2019,2019,961,8535519,11.3
,Virginia,51,2020,2020,1646,8590563,19.2
,Washington,53,1999,1999,19,5842565,Unreliable
,Washington,53,2000,2000,13,5894121,Unreliable
,Washington,53,2001,2001,18,5985722,Unreliable
,Washington,53,2002,2002,29,6052349,0.5
,Washington,53,2003,2003,24,6104115,0.4
,Washington,53,2004,2004,32,6178645,0.5
,Washington,53,2005,2005,42,6257305,0.7
,Washington,53,2006,2006,41,6370753,0.6
,Washington,53,2007,2007,29,6461587,0.4
,Washington,53,2008,2008,37,6562231,0.6
,Washington,53,2009,2009,50,6667426,0.7
,Washington,53,2010,2010,51,6724540,0.8
,Washington,53,2011,2011,39,6830038,0.6
,Washington,53,2012,2012,46,6897012,0.7
,Washington,53,2013,2013,50,6971406,0.7
,Washington,53,2014,2014,40,7061530,0.6
,Washington,53,2015,2015,49,7170351,0.7
,Washington,53,2016,2016,80,7288000,1.1
,Washington,53,2017,2017,130,7405743,1.8
,Washington,53,2018,2018,202,7535591,2.7
,Washington,53,2019,2019,319,7614893,4.2
,Washington,53,2020,2020,648,7693612,8.4
,West Virginia,54,1999,1999,Suppressed,1811801,Suppressed
,West Virginia,54,2000,2000,Suppressed,1808344,Suppressed
,West Virginia,54,2001,2001,29,1801481,1.6
,West Virginia,54,2002,2002,23,1805414,1.3
,West Virginia,54,2003,2003,40,1812295,2.2
,West Virginia,54,2004,2004,63,1816438,3.5
,West Virginia,54,2005,2005,39,1820492,2.1
,West Virginia,54,2006,2006,45,1827912,2.5
,West Virginia,54,2007,2007,73,1834052,4
,West Virginia,54,2008,2008,80,1840310,4.3
,West Virginia,54,2009,2009,33,1847775,1.8
,West Virginia,54,2010,2010,79,1852994,4.3
,West Virginia,54,2011,2011,87,1855364,4.7
,West Virginia,54,2012,2012,83,1855413,4.5
,West Virginia,54,2013,2013,93,1854304,5
,West Virginia,54,2014,2014,116,1850326,6.3
,West Virginia,54,2015,2015,205,1844128,11.1
